DATAFLOW,LAST UPDATE,freq,accomunit,terrtypo,nace_r2,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA1,2019,1042,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA1,2020,1008,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA1,2021,990,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA1,2022,1005,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA2,2014,1383,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA2,2015,1356,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA2,2016,1318,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA2,2017,1281,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA2,2018,1258,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA2,2019,1247,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA2,2020,1229,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA2,2021,1210,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA2,2022,1190,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA3,2014,667,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA3,2015,673,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA3,2016,680,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA3,2017,658,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA3,2018,637,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA3,2019,629,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA3,2020,611,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA3,2021,640,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA3,2022,634,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA4,2014,775,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA4,2015,749,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA4,2016,736,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA4,2017,725,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA4,2018,674,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA4,2019,657,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA4,2020,625,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA4,2021,609,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA4,2022,627,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA5,2014,1279,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA5,2015,1260,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA5,2016,1224,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA5,2017,1197,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA5,2018,1185,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA5,2019,1160,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA5,2020,1133,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA5,2021,1124,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEA5,2022,1109,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB,2014,3486,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB,2015,3448,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB,2016,3410,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB,2017,3419,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB,2018,3367,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB,2019,3364,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB,2020,3376,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB,2021,3300,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB,2022,3229,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB1,2014,1489,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB1,2015,1471,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB1,2016,1449,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB1,2017,1439,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB1,2018,1407,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB1,2019,1394,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB1,2020,1386,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB1,2021,1365,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB1,2022,1335,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB2,2014,962,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB2,2015,954,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB2,2016,937,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB2,2017,960,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB2,2018,957,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB2,2019,939,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB2,2020,946,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB2,2021,919,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB2,2022,894,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB3,2014,1035,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB3,2015,1023,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB3,2016,1024,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB3,2017,1020,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB3,2018,1003,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB3,2019,1031,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB3,2020,1044,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB3,2021,1016,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEB3,2022,1000,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEC,2014,253,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEC,2015,237,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEC,2016,250,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEC,2017,246,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEC,2018,256,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEC,2019,260,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEC,2020,270,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEC,2021,274,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEC,2022,293,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEC0,2014,253,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEC0,2015,237,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEC0,2016,250,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEC0,2017,246,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEC0,2018,256,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEC0,2019,260,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEC0,2020,270,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEC0,2021,274,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEC0,2022,293,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED,2014,2119,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED,2015,2100,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED,2016,2059,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED,2017,2053,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED,2018,2059,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED,2019,2050,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED,2020,2044,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED,2021,1990,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED,2022,1949,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED2,2014,1053,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED2,2015,1044,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED2,2016,1024,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED2,2017,1014,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED2,2018,1019,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED2,2019,1008,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED2,2020,1013,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED2,2021,987,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED2,2022,966,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED4,2014,748,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED4,2015,733,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED4,2016,718,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED4,2017,713,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED4,2018,710,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED4,2019,704,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED4,2020,695,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED4,2021,675,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED4,2022,663,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED5,2014,318,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED5,2015,323,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED5,2016,317,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED5,2017,326,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED5,2018,330,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED5,2019,338,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED5,2020,336,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED5,2021,328,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DED5,2022,320,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEE,2014,1085,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEE,2015,1120,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEE,2016,1100,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEE,2017,1124,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEE,2018,1130,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEE,2019,1145,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEE,2020,1134,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEE,2021,1120,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEE,2022,1122,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEE0,2014,1085,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEE0,2015,1120,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEE0,2016,1100,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEE0,2017,1124,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEE0,2018,1130,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEE0,2019,1145,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEE0,2020,1134,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEE0,2021,1120,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEE0,2022,1122,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEF,2014,4229,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEF,2015,4057,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEF,2016,3946,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEF,2017,4013,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEF,2018,4039,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEF,2019,3950,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEF,2020,3879,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEF,2021,3790,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEF,2022,3719,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEF0,2014,4229,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEF0,2015,4057,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEF0,2016,3946,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEF0,2017,4013,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEF0,2018,4039,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEF0,2019,3950,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEF0,2020,3879,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEF0,2021,3790,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEF0,2022,3719,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEG,2020,1272,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DEG0,2020,1272,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK,2014,1118,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK,2015,1113,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK,2016,1136,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK,2017,1167,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK,2018,1167,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK,2019,1197,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK,2021,1230,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK,2022,1237,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK0,2014,1118,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK0,2015,1113,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK0,2016,1136,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK0,2017,1167,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK0,2018,1167,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK0,2019,1197,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK0,2021,1230,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK0,2022,1237,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK01,2014,243,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK01,2015,242,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK01,2016,249,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK01,2017,259,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK01,2018,265,
ESTAT:TOUR_CAP_NUTS2DC(1.0),12/01/24 23:00:00,A,ESTBL,TOTAL,I551-I553,NR,DK01,2019,267,
