DATAFLOW,LAST UPDATE,freq,accommod,duration,purpose,c_dest,statinfo,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,MT,2021,32.41,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,MT,2022,39.42,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,NL,2013,22.01,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,NL,2014,21.30,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,NL,2015,21.95,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,NL,2016,23.08,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,NL,2017,29.14,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,NL,2018,30.06,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,NL,2019,30.25,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,NL,2020,26.83,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,NL,2021,25.81,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,NL,2022,32.11,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,NO,2013,36.54,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,NO,2014,33.31,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,NO,2015,37.07,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,NO,2016,40.07,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,NO,2017,43.12,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,NO,2018,30.03,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,NO,2021,23.55,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PL,2013,17.16,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PL,2014,9.10,b
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PL,2015,10.26,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PL,2016,10.40,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PL,2017,11.09,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PL,2018,12.02,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PL,2019,12.42,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PL,2020,11.69,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PL,2021,11.84,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PL,2022,13.47,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PT,2013,4.78,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PT,2014,7.86,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PT,2015,9.29,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PT,2016,9.54,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PT,2017,9.59,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PT,2018,11.05,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PT,2019,13.39,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PT,2020,9.98,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PT,2021,11.92,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,PT,2022,16.48,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,RO,2013,5.47,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,RO,2014,5.62,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,RO,2015,7.02,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,RO,2016,7.14,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,RO,2017,8.62,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,RO,2018,10.28,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,RO,2019,12.45,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,RO,2020,11.93,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,RO,2021,14.71,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,RO,2022,19.45,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,RS,2018,9.68,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SE,2014,16.19,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SE,2015,18.84,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SE,2016,21.70,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SE,2017,39.08,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SE,2018,35.82,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SE,2019,36.12,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SE,2020,19.45,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SE,2021,22.72,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SE,2022,32.42,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SI,2013,18.13,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SI,2014,20.11,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SI,2015,21.40,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SI,2016,20.63,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SI,2017,22.79,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SI,2018,24.65,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SI,2019,26.30,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SI,2020,23.19,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SI,2021,24.78,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SI,2022,26.03,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SK,2013,18.53,b
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SK,2014,18.95,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SK,2015,19.19,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SK,2016,18.72,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SK,2017,18.42,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SK,2018,17.26,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SK,2019,20.36,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SK,2020,17.19,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SK,2021,19.42,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,SK,2022,25.84,
ESTAT:TOUR_DEM_EXAC(1.0),15/01/24 23:00:00,A,TOTAL,N_GE1,TOTAL,WORLD,AVG_NGT,EUR,UK,2013,33.00,
